Timestamp,Available,,User._avg (%),Idle._avg (%)
1633590600,86.11,,6.29,92.4
1633590900,86.4,,6.185,92.585
1633591200,85.35,,6.68,92.03
1633591500,81.415,,8.205,89.62
1633591800,79.57,,9.325,88.895
1633592100,85.85,,6.435,92.285
1633592400,85.125,,6.79,91.915
1633592700,69.85,,13.89,83.74
1633593000,73.165,,12.66,85.825
1633593300,85.515,,6.615,92.13
1633593600,81.32,,8.56,89.88
1633593900,86.3,,6.225,92.525
1633594200,85.985,,6.395,92.38
1633594500,87.985,,5.455,93.44
1633594800,75.45,,11.435,86.885
1633595100,86.575,,6.12,92.695
1633595400,84.47,,7.085,91.555
1633595700,87.32,,5.75,93.07
1633596000,86.315,,6.225,92.54
1633596300,87.94,,5.475,93.415
1633596600,85.91,,6.42,92.33
1633596900,85.025,,6.835,91.86
1633597200,85.69,,6.535,92.225
1633597500,86.745,,6.01,92.755
1633597800,86.9,,5.95,92.85
1633598100,87.965,,5.445,93.41
1633598400,85.075,,6.795,91.87
1633598700,87.14,,5.845,92.985
1633599000,84.96,,6.86,91.82
1633599300,88.225,,5.33,93.555
1633599600,85.77,,6.49,92.26
1633599900,87.02,,5.875,92.895
1633600200,85.32,,6.7,92.02
1633600500,85.39,,6.67,92.06
1633600800,86.27,,6.25,92.52
1633601100,86.735,,6.02,92.755
1633601400,85.76,,6.5,92.26
1633601700,87.82,,5.515,93.335
1633602000,85.275,,6.7,91.975
1633602300,86.495,,6.155,92.65
1633602600,84.7,,6.965,91.665
1633602900,87.59,,5.625,93.215
1633603200,86.635,,6.075,92.71
1633603500,88.3,,5.295,93.595
1633603800,85.39,,6.675,92.065
1633604100,85.93,,6.415,92.345
1633604400,86.17,,6.295,92.465
1633604700,86.71,,5.995,92.705
1633605000,85.685,,6.515,92.2
1633605300,87.65,,5.59,93.24
