"-r--r--r--,3,hdfs,hadoop,380316872,2021-08-23,12:02,/hdp/apps/3.0.0.0-1634/hive/hive.tar.gz"
"-r--r--r--,3,hdfs,hadoop,306766434,2021-08-23,12:02,/hdp/apps/3.0.0.0-1634/mapreduce/mapreduce.tar.gz"
"-r--r--r--,3,hdfs,hadoop,252310555,2021-08-23,12:02,/hdp/apps/3.0.0.0-1634/tez/tez.tar.gz"
"-r--r--r--,3,hdfs,hadoop,158636464,2021-08-23,12:02,/hdp/apps/3.0.0.0-1634/pig/pig.tar.gz"
"-r--r--r--,3,hdfs,hadoop,92348160,2021-08-23,12:12,/hdp/apps/3.0.0.0-1634/yarn/service-dep.tar.gz"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/sqoop/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/oozie/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/mapreduce-streaming/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive2/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hcatalog/aws-java-sdk-bundle-1.11.271.jar"
"-rw-r--r--,3,oozie,hdfs,86220098,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/distcp/aws-java-sdk-bundle-1.11.271.jar"
"-r--r--r--,3,hdfs,hadoop,83668674,2021-08-23,12:02,/hdp/apps/3.0.0.0-1634/sqoop/sqoop.tar.gz"
"-rw-r--r--,3,oozie,hdfs,41135585,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/jython-standalone-2.7.1.jar"
"-rwxrwxrwx,3,hive,hdfs,40656281,2021-08-23,12:15,/user/hive/.hiveJars/hive-exec-3.1.0.3.0.0.0-1634-910a4521e48e1f226fc0a0dffdb1a77bc247011285140107e7035089dc876cb6.jar"
"-rw-r--r--,3,oozie,hdfs,40656281,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/hive-exec-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,40656281,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/hive-exec-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,40656281,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/hive-exec-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,16898038,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/fastutil-6.5.6.jar"
"-rw-r--r--,3,oozie,hdfs,16898038,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/fastutil-6.5.6.jar"
"-rw-r--r--,3,oozie,hdfs,16898038,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/fastutil-6.5.6.jar"
"-rw-r--r--,3,oozie,hdfs,16898038,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive2/fastutil-6.5.6.jar"
"-rw-r--r--,3,oozie,hdfs,16898038,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hcatalog/fastutil-6.5.6.jar"
"-rw-r--r--,3,oozie,hdfs,15487351,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/scala-compiler-2.11.8.jar"
"-rw-r--r--,3,oozie,hdfs,15487351,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/scala-compiler-2.11.8.jar"
"-rw-r--r--,3,oozie,hdfs,15113382,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/breeze_2.11-0.13.2.jar"
"-rw-r--r--,3,oozie,hdfs,15113382,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/breeze_2.11-0.13.2.jar"
"-rw-r--r--,3,oozie,hdfs,13049902,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/spark-core_2.11-2.3.1.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,13049838,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/spark-core_2.11-2.3.1.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,11498146,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/hive-exec-1.21.2.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,11102939,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/hive-standalone-metastore-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,11102939,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/hive-standalone-metastore-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,11102939,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/hive-standalone-metastore-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,11102939,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive2/hive-standalone-metastore-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,11102939,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hcatalog/hive-standalone-metastore-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,10121868,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/spire_2.11-0.13.0.jar"
"-rw-r--r--,3,oozie,hdfs,10121868,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/spire_2.11-0.13.0.jar"
"-rw-r--r--,3,oozie,hdfs,9008594,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/spark-catalyst_2.11-2.3.1.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,9008397,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/spark-catalyst_2.11-2.3.1.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,8698795,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/spark-sql_2.11-2.3.1.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,8698785,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/spark-sql_2.11-2.3.1.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,7773635,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/spark-mllib_2.11-2.3.1.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,7773633,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/spark-mllib_2.11-2.3.1.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,7031748,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/groovy-all-2.4.11.jar"
"-rw-r--r--,3,oozie,hdfs,6997394,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/groovy-all-2.4.5.jar"
"-rw-r--r--,3,yarn-ats,hdfs,6667695,2021-10-21,08:29,/atsv2/hbase/data/data/default/prod.timelineservice.entity/ca0570efc5d4bd4c4fbb808062a094b9/i/375cda8d1916418dbda7e5f6db69c23c"
"-rw-r--r--,3,yarn-ats,hdfs,6599409,2021-10-22,07:56,/atsv2/hbase/data/data/default/prod.timelineservice.application/7fe20c63196bbe174964321b6e0bfca6/i/4fbd5cca46254529852ddf407091324f"
"-rw-r--r--,3,oozie,hdfs,6279638,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/jetty-runner-9.3.20.v20170531.jar"
"-rw-r--r--,3,oozie,hdfs,6279638,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/jetty-runner-9.3.20.v20170531.jar"
"-rw-r--r--,3,oozie,hdfs,6279638,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive2/jetty-runner-9.3.20.v20170531.jar"
"-rw-r--r--,3,oozie,hdfs,6013840,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/avatica-1.11.0.jar"
"-rw-r--r--,3,oozie,hdfs,6013840,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/avatica-1.11.0.jar"
"-rw-r--r--,3,oozie,hdfs,5935345,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/hbase-protocol-shaded-2.0.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,5935345,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/hbase-protocol-shaded-2.0.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,5935345,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive2/hbase-protocol-shaded-2.0.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,5744974,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/scala-library-2.11.8.jar"
"-rw-r--r--,3,oozie,hdfs,5744974,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/scala-library-2.11.8.jar"
"-rw-r--r--,3,oozie,hdfs,5742067,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/hadoop-hdfs-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,5742067,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/hadoop-hdfs-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,5742067,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive2/hadoop-hdfs-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,5742067,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hcatalog/hadoop-hdfs-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,5471277,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/hive-metastore-1.21.2.3.0.0.0-1634.jar"
"-rw-r--r--,3,yarn-ats,hdfs,5351382,2021-10-21,09:58,/atsv2/hbase/data/data/default/prod.timelineservice.entity/ca0570efc5d4bd4c4fbb808062a094b9/m/a019fe57e0a943c89332cd03ded070e0"
"-rw-r--r--,3,oozie,hdfs,5242252,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/hadoop-hdfs-2.2.0.jar"
"-rw-r--r--,3,oozie,hdfs,4985225,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/hadoop-hdfs-client-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4985225,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/hadoop-hdfs-client-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4985225,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/hadoop-hdfs-client-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4985225,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/hadoop-hdfs-client-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4985225,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hcatalog/hadoop-hdfs-client-3.1.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,yarn-ats,hdfs,4978747,2021-10-22,07:55,/atsv2/hbase/data/data/default/prod.timelineservice.flowactivity/a5adbddafefc51c64af57baa658f09a8/i/94cb6af8748949d383800e45da87d6e7"
"-rw-r--r--,3,oozie,hdfs,4758820,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/calcite-core-1.16.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4758820,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/calcite-core-1.16.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4707337,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/hbase-server-2.0.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4707337,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/hbase-server-2.0.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4707337,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive2/hbase-server-2.0.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4573750,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark/scala-reflect-2.11.8.jar"
"-rw-r--r--,3,oozie,hdfs,4573750,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/scala-reflect-2.11.8.jar"
"-rw-r--r--,3,oozie,hdfs,4412121,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/pig-0.16.0.3.0.0.0-1634-h2.jar"
"-rw-r--r--,3,oozie,hdfs,4088663,2021-08-23,12:20,/user/oozie/share/lib/lib_20210823121933/spark_orig/parquet-hadoop-bundle-1.10.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4088663,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/pig/parquet-hadoop-bundle-1.10.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4088663,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive/parquet-hadoop-bundle-1.10.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4088663,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hive2/parquet-hadoop-bundle-1.10.0.3.0.0.0-1634.jar"
"-rw-r--r--,3,oozie,hdfs,4088663,2021-08-23,12:19,/user/oozie/share/lib/lib_20210823121933/hcatalog/parquet-hadoop-bundle-1.10.0.3.0.0.0-1634.jar"
